Experiment	bias spectroscopy	
Outputs>Output 2 Name	Output 2 (V)	
Outputs>Output 3 Name	T1 Supply voltage (V)	
Outputs>Output 4 Name	Output 4 (V)	
Outputs>Output 5 Name	X (m)	
Outputs>Output 6 Name	Y (m)	
Outputs>Output 7 Name	Z (m)	
Outputs>Output 0 Slew Rate	Inf	
Outputs>Output 1 Slew Rate	Inf	
Outputs>Output 2 Slew Rate	Inf	
Outputs>Output 3 Slew Rate	Inf	
Outputs>Output 4 Slew Rate	Inf	
Outputs>Output 5 Slew Rate	Inf	
Outputs>Output 6 Slew Rate	Inf	
Outputs>Output 7 Slew Rate	Inf	
Piezo Configuration>Active Calib.	LHe	
Piezo Configuration>Calib. X (m/V)	3.8E-9	
Piezo Configuration>Calib. Y (m/V)	3.8E-9	
Piezo Configuration>Calib. Z (m/V)	900E-12	
Piezo Configuration>HV Gain X	14.5	
Piezo Configuration>HV Gain Y	14.5	
Piezo Configuration>HV Gain Z	14.5	
Piezo Configuration>Tilt X (deg)	0.318343	
Piezo Configuration>Tilt Y (deg)	1.584	
Piezo Configuration>Curvature radius X (m)	Inf	
Piezo Configuration>Curvature radius Y (m)	Inf	
Piezo Configuration>2nd order corr X (V/m^2)	0E+0	
Piezo Configuration>2nd order corr Y (V/m^2)	0E+0	
Piezo Configuration>Drift X (m/s)	0E+0	
Piezo Configuration>Drift Y (m/s)	0E+0	
Piezo Configuration>Drift Z (m/s)	0E+0	
Piezo Configuration>Drift correction status (on/off)	FALSE	
Scan>Scanfield	3.11737E-9;29.1583E-9;15E-9;15E-9;0E+0	
Scan>series name	221122_Au_5K	
Scan>channels	Current (A);Bias (V);Z (m);LI Demod 2 X (A);LI Demod 2 Y (A);LI Demod 1 X (A);LI Demod 1 Y (A)	
Scan>pixels/line	512	
Scan>lines	512	
Scan>speed forw. (m/s)	11.7187E-9	
Scan>speed backw. (m/s)	11.7187E-9	
Temperature 1>Temperature 1 (K)	4.92997E+0	
Z-Controller>Z (m)	130.5E-9	
Z-Controller>Controller name	log Current	
Z-Controller>Controller status	OFF	
Z-Controller>Setpoint	50E-12	
Z-Controller>Setpoint unit	A	
Z-Controller>P gain	6E-12	
Z-Controller>I gain	39.8241E-9	
Z-Controller>Time const (s)	150.662E-6	
Z-Controller>TipLift (m)	0E+0	
Z-Controller>Switch off delay (s)	0E+0	

[DATA]
Bias calc (V)	Current (A)	LI Demod 2 X (A)	LI Demod 2 Y (A)	LI Demod 1 X (A)	LI Demod 1 Y (A)	Current [bwd] (A)	LI Demod 2 X [bwd] (A)	LI Demod 2 Y [bwd] (A)	LI Demod 1 X [bwd] (A)	LI Demod 1 Y [bwd] (A)	Current (A) [filt]	LI Demod 2 X (A) [filt]	LI Demod 2 Y (A) [filt]	LI Demod 1 X (A) [filt]	LI Demod 1 Y (A) [filt]	Current (A) [bwd] [filt]	LI Demod 2 X (A) [bwd] [filt]	LI Demod 2 Y (A) [bwd] [filt]	LI Demod 1 X (A) [bwd] [filt]	LI Demod 1 Y (A) [bwd] [filt]
-3.0000001E-1	4.8234696E-13	3.7699938E-16	-6.1731549E-17	3.6335064E-14	1.0274382E-13	3.5035675E-14	-9.0265961E-16	-2.1158097E-16	3.5960265E-14	1.0373478E-13	4.8143748E-13	3.7665213E-16	-6.1703776E-17	3.6302558E-14	1.0265209E-13	3.5005449E-14	-9.0181216E-16	-2.1131302E-16	3.5928241E-14	1.0364147E-13
-2.9985350E-1	3.8651374E-13	-1.8359939E-16	-1.2976428E-16	3.6163469E-14	1.0202310E-13	3.3726978E-14	-8.8407502E-16	-1.6854922E-16	3.6104441E-14	1.0422686E-13	4.5645437E-13	3.4926858E-16	-6.5276098E-17	3.6321559E-14	1.0270807E-13	3.5090657E-14	-8.9810183E-16	-2.0421626E-16	3.5952639E-14	1.0365903E-13
-2.9970697E-1	3.1252082E-13	-1.0019464E-15	-2.9639186E-16	3.6273051E-14	1.0275128E-13	3.9871694E-14	-8.6038685E-16	-3.2382083E-17	3.6261447E-14	1.0431501E-13	4.3172622E-13	3.2424699E-16	-6.8495935E-17	3.6340908E-14	1.0276532E-13	3.5173890E-14	-8.9445197E-16	-1.9735262E-16	3.5976420E-14	1.0367475E-13
-2.9956046E-1	2.3884375E-13	-3.0694375E-16	6.7486735E-17	3.7232065E-14	1.0436787E-13	3.6016813E-14	-7.8393148E-16	1.6340060E-17	3.6352919E-14	1.0413521E-13	4.0746914E-13	3.0297355E-16	-7.1339047E-17	3.6359685E-14	1.0282175E-13	3.5248432E-14	-8.9098898E-16	-1.9105487E-16	3.5999141E-14	1.0368819E-13
-2.9941392E-1	1.9551744E-13	-3.6288996E-17	-5.7819607E-17	3.7001642E-14	1.0485546E-13	3.6188731E-14	-6.2014908E-16	-5.6515788E-18	3.6449295E-14	1.0344889E-13	3.8384888E-13	2.8453142E-16	-7.4247527E-17	3.6376189E-14	1.0287318E-13	3.5315955E-14	-8.8803575E-16	-1.8550734E-16	3.6020459E-14	1.0370037E-13
-2.9926741E-1	1.4948321E-13	1.0660337E-15	-2.9224437E-16	3.6428905E-14	1.0386998E-13	3.6717194E-14	-5.8310420E-16	7.7472069E-17	3.6689124E-14	1.0371856E-13	3.6097601E-13	2.6653575E-16	-7.7113092E-17	3.6390558E-14	1.0291823E-13	3.5379675E-14	-8.8601647E-16	-1.8077494E-16	3.6039941E-14	1.0371259E-13
-2.9912090E-1	1.1624855E-13	5.3043167E-16	-8.3553606E-17	3.6633999E-14	1.0323314E-13	3.6340810E-14	-9.2877851E-16	-8.0734800E-17	3.6385107E-14	1.0387047E-13	3.3892680E-13	2.4699785E-16	-7.9566013E-17	3.6404009E-14	1.0295917E-13	3.5438998E-14	-8.8481665E-16	-1.7682514E-16	3.6057390E-14	1.0372491E-13
-2.9897436E-1	8.4930388E-14	1.0361119E-16	-2.9215125E-16	3.6796168E-14	1.0286141E-13	3.5005666E-14	-7.6260420E-16	-1.6742232E-16	3.6271340E-14	1.0393594E-13	3.1775624E-13	2.2623159E-16	-8.1590634E-17	3.6416589E-14	1.0299877E-13	3.5495705E-14	-8.8394903E-16	-1.7332604E-16	3.6073358E-14	1.0373673E-13
-2.9882786E-1	5.8972135E-14	-4.2980847E-16	-5.0495689E-16	3.6473913E-14	1.0360323E-13	3.1822682E-14	-1.1074853E-15	-1.5355963E-17	3.6436891E-14	1.0374561E-13	2.9750106E-13	2.0605560E-16	-8.2778472E-17	3.6428149E-14	1.0303780E-13	3.5556176E-14	-8.8305604E-16	-1.7008629E-16	3.6088266E-14	1.0374803E-13
-2.9868132E-1	4.5064768E-14	-1.0084966E-15	-3.1907112E-16	3.6490745E-14	1.0339197E-13	4.3897981E-14	-9.4800107E-16	-1.1985966E-16	3.6500208E-14	1.0438390E-13	2.7817719E-13	1.8843880E-16	-8.2691009E-17	3.6439191E-14	1.0307555E-13	3.5616326E-14	-8.8177416E-16	-1.6720478E-16	3.6101896E-14	1.0375851E-13
-2.9853481E-1	2.8311126E-14	-9.3500441E-16	2.8777868E-17	3.6582435E-14	1.0340996E-13	3.5645518E-14	-9.4778995E-16	2.2257678E-16	3.6336880E-14	1.0357463E-13	2.5977796E-13	1.7491034E-16	-8.1828935E-17	3.6449955E-14	1.0311181E-13	3.5663824E-14	-8.8007295E-16	-1.6495232E-16	3.6114175E-14	1.0376795E-13
-2.9838830E-1	1.1115997E-14	-8.4162379E-16	-9.4130328E-17	3.6248941E-14	1.0343236E-13	3.7675954E-14	-1.1022001E-15	-1.0473809E-16	3.6634182E-14	1.0345373E-13	2.4229444E-13	1.6575122E-16	-8.0938849E-17	3.6460618E-14	1.0314690E-13	3.5701226E-14	-8.7795108E-16	-1.6357018E-16	3.6125118E-14	1.0377748E-13
-2.9824176E-1	1.1724823E-14	-2.3866228E-16	-2.3422759E-17	3.6576001E-14	1.0355657E-13	4.0883861E-14	-6.9002623E-16	-2.4355482E-16	3.5969793E-14	1.0418021E-13	2.2570749E-13	1.6007184E-16	-8.0188007E-17	3.6471463E-14	1.0318076E-13	3.5729659E-14	-8.7550257E-16	-1.6260702E-16	3.6134998E-14	1.0378745E-13
-2.9809526E-1	-8.2214661E-15	-6.8020076E-16	-1.1882124E-17	3.6877426E-14	1.0360050E-13	3.4293081E-14	-7.7471137E-16	-3.8085971E-16	3.6057376E-14	1.0442158E-13	2.0998702E-13	1.5700178E-16	-7.9603144E-17	3.6481922E-14	1.0321320E-13	3.5747396E-14	-8.7329637E-16	-1.6132526E-16	3.6144790E-14	1.0379635E-13
-2.9794872E-1	-1.2505118E-14	-4.3548489E-16	-3.5753938E-16	3.6435624E-14	1.0411741E-13	3.6053944E-14	-7.5316523E-16	3.9694528E-17	3.6563763E-14	1.0425344E-13	1.9511394E-13	1.5656388E-16	-7.8932956E-17	3.6491552E-14	1.0324365E-13	3.5762625E-14	-8.7158499E-16	-1.5972688E-16	3.6154510E-14	1.0380317E-13
-2.9780221E-1	-1.5244071E-14	-4.8835764E-16	8.6864460E-17	3.6528221E-14	1.0372931E-13	3.4321565E-14	-7.8413789E-16	-2.9792235E-16	3.6716513E-14	1.0381761E-13	1.8106033E-13	1.5876133E-16	-7.7942099E-17	3.6500872E-14	1.0327154E-13	3.5780159E-14	-8.7028993E-16	-1.5816757E-16	3.6162964E-14	1.0380848E-13
-2.9765570E-1	-2.0659923E-14	5.0966637E-17	-5.7028044E-18	3.6815884E-14	1.0342229E-13	3.6363697E-14	-8.5338172E-16	-1.4398713E-16	3.5886380E-14	1.0383899E-13	1.6778563E-13	1.6293228E-16	-7.7072104E-17	3.6509892E-14	1.0329753E-13	3.5799729E-14	-8.6929774E-16	-1.5654155E-16	3.6170201E-14	1.0381331E-13
-2.9750916E-1	-2.3494497E-14	3.2613369E-17	-2.8054075E-16	3.6469854E-14	1.0364351E-13	4.0231802E-14	-1.0630085E-15	-3.0798838E-16	3.5923464E-14	1.0416984E-13	1.5525354E-13	1.6809730E-16	-7.6304136E-17	3.6518328E-14	1.0332252E-13	3.5815260E-14	-8.6822974E-16	-1.5465088E-16	3.6177702E-14	1.0381772E-13
-2.9736266E-1	-2.5997447E-14	-2.3609106E-18	-4.0397675E-17	3.6908119E-14	1.0384839E-13	3.1898976E-14	-1.1364122E-15	1.9579349E-16	3.6262578E-14	1.0385380E-13	1.4342797E-13	1.7381450E-16	-7.5237655E-17	3.6526182E-14	1.0334624E-13	3.5825394E-14	-8.6652614E-16	-1.5281401E-16	3.6185908E-14	1.0382138E-13
-2.9721612E-1	-2.6887035E-14	-1.9102978E-16	4.6147037E-17	3.6883443E-14	1.0349305E-13	3.9897125E-14	-8.4153999E-16	-1.2771227E-16	3.5705586E-14	1.0412033E-13	1.3227075E-13	1.8038029E-16	-7.4157093E-17	3.6532982E-14	1.0336854E-13	3.5834905E-14	-8.6411940E-16	-1.5153782E-16	3.6194700E-14	1.0382435E-13
-2.9706961E-1	-3.2314077E-14	1.3852648E-16	7.6306359E-17	3.6556062E-14	1.0391625E-13	3.4674042E-14	-8.9702504E-16	-1.0361429E-16	3.5887397E-14	1.0404951E-13	1.2174741E-13	1.8790245E-16	-7.3496513E-17	3.6538697E-14	1.0338957E-13	3.5841427E-14	-8.6145559E-16	-1.5069947E-16	3.6204695E-14	1.0382647E-13
-2.9692310E-1	-3.7659739E-14	4.3881590E-16	4.1768267E-17	3.6560642E-14	1.0408188E-13	3.2127858E-14	-8.9471074E-16	1.5109466E-16	3.6455302E-14	1.0393820E-13	1.1183318E-13	1.9564881E-16	-7.3364349E-17	3.6544013E-14	1.0340878E-13	3.5849914E-14	-8.5870824E-16	-1.5027530E-16	3.6215561E-14	1.0382775E-13
-2.9677656E-1	-3.2389862E-14	1.5126231E-16	1.3537240E-16	3.6678251E-14	1.0346129E-13	3.5967987E-14	-6.7357595E-16	1.7579024E-16	3.6475238E-14	1.0312641E-13	1.0249961E-13	2.0301473E-16	-7.3814137E-17	3.6549153E-14	1.0342610E-13	3.5866811E-14	-8.5603490E-16	-1.5081546E-16	3.6226024E-14	1.0382929E-13
-2.9663005E-1	-3.8502025E-14	9.7633650E-17	3.4148497E-17	3.6525792E-14	1.0334806E-13	3.5555492E-14	-7.4408329E-16	-2.1385185E-16	3.5939184E-14	1.0313241E-13	9.3710691E-14	2.1035404E-16	-7.4898518E-17	3.6554049E-14	1.0344278E-13	3.5887509E-14	-8.5379471E-16	-1.5223752E-16	3.6236049E-14	1.0383279E-13
-2.9648352E-1	-3.5265637E-14	4.9717107E-16	3.9235069E-17	3.6834624E-14	1.0386155E-13	3.6743642E-14	-5.3545770E-16	-1.4952229E-16	3.5893777E-14	1.0421996E-13	8.5435348E-14	2.1769109E-16	-7.6519203E-17	3.6558603E-14	1.0345922E-13	3.5907936E-14	-8.5226433E-16	-1.5386473E-16	3.6246762E-14	1.0383800E-13
-2.9633701E-1	-4.0665212E-14	3.9534024E-16	-2.4514738E-16	3.6858205E-14	1.0357649E-13	3.2989470E-14	-7.8231719E-16	-2.9949780E-16	3.6453771E-14	1.0414238E-13	7.7645837E-14	2.2441863E-16	-7.8311458E-17	3.6562343E-14	1.0347485E-13	3.5929948E-14	-8.5153641E-16	-1.5529726E-16	3.6258275E-14	1.0384284E-13
-2.9619050E-1	-3.9906853E-14	2.1271873E-16	-9.4637808E-18	3.6184123E-14	1.0330158E-13	3.4780853E-14	-1.0648060E-15	-2.8220782E-16	3.7043394E-14	1.0403486E-13	7.0318073E-14	2.3055014E-16	-7.9958117E-17	3.6565606E-14	1.0349007E-13	3.5958104E-14	-8.5104698E-16	-1.5632491E-16	3.6268985E-14	1.0384654E-13
-2.9604396E-1	-3.7503590E-14	1.9361265E-16	7.5142162E-18	3.6138437E-14	1.0352515E-13	3.8448557E-14	-6.9275347E-16	-6.0275195E-17	3.6701799E-14	1.0338820E-13	6.3424553E-14	2.3659054E-16	-8.1667324E-17	3.6569756E-14	1.0350555E-13	3.5989058E-14	-8.5035935E-16	-1.5705709E-16	3.6277550E-14	1.0385002E-13
-2.9589745E-1	-4.8887665E-14	-9.5848635E-18	-2.0661857E-16	3.6418222E-14	1.0354563E-13	3.1865407E-14	-8.6885723E-16	-3.2818720E-16	3.6093131E-14	1.0348485E-13	5.6943775E-14	2.4298286E-16	-8.3500713E-17	3.6575289E-14	1.0352115E-13	3.6020422E-14	-8.4975309E-16	-1.5768773E-16	3.6284706E-14	1.0385459E-13
-2.9575092E-1	-4.0678947E-14	4.4226647E-16	-2.5019972E-17	3.6331574E-14	1.0372393E-13	3.9036022E-14	-8.5782108E-16	-1.7664035E-18	3.6221206E-14	1.0396699E-13	5.0862116E-14	2.4972636E-16	-8.5238467E-17	3.6581805E-14	1.0353650E-13	3.6054621E-14	-8.4925625E-16	-1.5823170E-16	3.6291889E-14	1.0386025E-13
-2.9560441E-1	-4.0449045E-14	3.1812893E-16	1.7969875E-17	3.6865984E-14	1.0354760E-13	3.6053944E-14	-8.7151924E-16	-2.0489059E-18	3.6657739E-14	1.0472766E-13	4.5150329E-14	2.5627789E-16	-8.7077316E-17	3.6588696E-14	1.0355145E-13	3.6087066E-14	-8.4870107E-16	-1.5907141E-16	3.6299045E-14	1.0386521E-13
-2.9545790E-1	-4.8096753E-14	5.2405987E-16	1.8685590E-16	3.6702751E-14	1.0370972E-13	3.5951710E-14	-4.9582529E-16	-4.3665215E-16	3.6346397E-14	1.0413531E-13	3.9784822E-14	2.6225855E-16	-8.9456023E-17	3.6595184E-14	1.0356609E-13	3.6116794E-14	-8.4844061E-16	-1.6010269E-16	3.6305526E-14	1.0386809E-13
-2.9531136E-1	-3.9299042E-14	6.7360232E-16	-1.8482252E-16	3.6395037E-14	1.0389110E-13	3.6109892E-14	-8.7158134E-16	-8.8927336E-17	3.6511413E-14	1.0342247E-13	3.4750570E-14	2.6725970E-16	-9.2392964E-17	3.6601385E-14	1.0358014E-13	3.6146918E-14	-8.4883167E-16	-1.6081378E-16	3.6311371E-14	1.0387004E-13
-2.9516485E-1	-4.4535349E-14	3.8989821E-16	-3.6216188E-16	3.6845279E-14	1.0363304E-13	3.5780305E-14	-7.8244912E-16	-2.0430268E-16	3.6528469E-14	1.0397820E-13	3.0023008E-14	2.7108231E-16	-9.5156528E-17	3.6607656E-14	1.0359339E-13	3.6177672E-14	-8.4959236E-16	-1.6135133E-16	3.6316571E-14	1.0387250E-13
-2.9501832E-1	-4.3017100E-14	1.9180278E-16	2.7425898E-17	3.7022208E-14	1.0366778E-13	3.7899751E-14	-9.1394569E-16	-1.5378309E-16	3.6000947E-14	1.0396827E-13	2.5583602E-14	2.7435048E-16	-9.7424717E-17	3.6613253E-14	1.0360620E-13	3.6207575E-14	-8.5040043E-16	-1.6188303E-16	3.6321474E-14	1.0387510E-13
-2.9487181E-1	-4.3231233E-14	2.1525194E-16	-6.4629130E-17	3.6766519E-14	1.0405704E-13	3.0311552E-14	-9.6986384E-16	-1.8011003E-16	3.6230926E-14	1.0376415E-13	2.1417177E-14	2.7772604E-16	-9.9710462E-17	3.6617665E-14	1.0361841E-13	3.6240383E-14	-8.5103190E-16	-1.6237080E-16	3.6326895E-14	1.0387753E-13
-2.9472530E-1	-4.4725068E-14	4.1329612E-16	-2.4194210E-16	3.6772797E-14	1.0377307E-13	3.7469959E-14	-7.1310592E-16	-3.0809548E-16	3.6535350E-14	1.0413367E-13	1.7507661E-14	2.8117605E-16	-1.0205064E-16	3.6621229E-14	1.0362955E-13	3.6282057E-14	-8.5150263E-16	-1.6268792E-16	3.6332621E-14	1.0387984E-13
-2.9457876E-1	-3.7331168E-14	4.0938923E-16	-1.4304649E-16	3.6638058E-14	1.0393826E-13	4.0187549E-14	-9.6901787E-16	-2.1454102E-16	3.6420709E-14	1.0428051E-13	1.3835447E-14	2.8430325E-16	-1.0411071E-16	3.6624332E-14	1.0363969E-13	3.6323426E-14	-8.5201377E-16	-1.6264907E-16	3.6337961E-14	1.0388136E-13
-2.9443225E-1	-4.6408112E-14	7.3336993E-17	-8.3136011E-18	3.6499778E-14	1.0376440E-13	3.4544850E-14	-7.8347202E-16	2.2257059E-16	3.6457314E-14	1.0333670E-13	1.0381847E-14	2.8726418E-16	-1.0605223E-16	3.6627382E-14	1.0364898E-13	3.6357778E-14	-8.5249869E-16	-1.6274464E-16	3.6342823E-14	1.0388238E-13
-2.9428571E-1	-4.1197745E-14	2.1460621E-16	-9.8600677E-17	3.6827163E-14	1.0379706E-13	3.5984772E-14	-9.3418332E-16	-3.0969115E-16	3.6434363E-14	1.0323034E-13	7.1386895E-15	2.9059916E-16	-1.0815780E-16	3.6630479E-14	1.0365760E-13	3.6392300E-14	-8.5292411E-16	-1.6340557E-16	3.6347292E-14	1.0388474E-13
-2.9413921E-1	-4.0906301E-14	2.3741431E-16	-6.5231384E-17	3.7008503E-14	1.0355914E-13	3.6883006E-14	-1.0528044E-15	-1.9263942E-16	3.6164848E-14	1.0417338E-13	4.0915334E-15	2.9435178E-16	-1.1042340E-16	3.6632942E-14	1.0366594E-13	3.6428966E-14	-8.5305996E-16	-1.6412996E-16	3.6351659E-14	1.0388865E-13
-2.9399270E-1	-4.4802378E-14	2.2570138E-16	-1.8474956E-16	3.6896542E-14	1.0382453E-13	3.5779285E-14	-9.7333615E-16	-3.2623765E-16	3.6248372E-14	1.0440758E-13	1.2264547E-15	2.9836365E-16	-1.1271657E-16	3.6634212E-14	1.0367421E-13	3.6465815E-14	-8.5260177E-16	-1.6449381E-16	3.6356416E-14	1.0389212E-13
-2.9384616E-1	-4.2675814E-14	3.6239468E-16	9.2325109E-17	3.6377741E-14	1.0433614E-13	3.5427827E-14	-5.9439023E-16	8.7238544E-17	3.6968587E-14	1.0399282E-13	-1.4625642E-15	3.0251615E-16	-1.1511695E-16	3.6634842E-14	1.0368164E-13	3.6504637E-14	-8.5196220E-16	-1.6475889E-16	3.6360970E-14	1.0389421E-13
-2.9369965E-1	-4.2954030E-14	3.8596491E-16	-6.3187136E-17	3.6834857E-14	1.0377131E-13	3.6210093E-14	-9.3863501E-16	1.4985136E-16	3.6606636E-14	1.0394911E-13	-3.9862340E-15	3.0654371E-16	-1.1790999E-16	3.6635527E-14	1.0368755E-13	3.6546595E-14	-8.5162625E-16	-1.6567361E-16	3.6364192E-14	1.0389553E-13
-2.9355311E-1	-3.8684113E-14	1.5569231E-16	6.4767276E-17	3.6751567E-14	1.0374123E-13	4.1603565E-14	-7.3429355E-16	-2.2461172E-16	3.6363365E-14	1.0367096E-13	-6.3603081E-15	3.1050814E-16	-1.2119964E-16	3.6635961E-14	1.0369259E-13	3.6585325E-14	-8.5148850E-16	-1.6740394E-16	3.6366340E-14	1.0389688E-13
-2.9340661E-1	-4.1466298E-14	4.7736024E-16	-3.0741406E-17	3.6436454E-14	1.0407239E-13	3.8028940E-14	-9.3811662E-16	-1.8441740E-16	3.6546948E-14	1.0369398E-13	-8.5995909E-15	3.1453915E-16	-1.2500377E-16	3.6636160E-14	1.0369709E-13	3.6613080E-14	-8.5141073E-16	-1.6931797E-16	3.6368074E-14	1.0389882E-13
-2.9326010E-1	-4.3359407E-14	3.0117575E-16	-1.7125466E-17	3.6515885E-14	1.0370230E-13	3.7847360E-14	-7.0050514E-16	-1.6297369E-16	3.6393001E-14	1.0418941E-13	-1.0709787E-14	3.1841845E-16	-1.2928852E-16	3.6636764E-14	1.0370079E-13	3.6631878E-14	-8.5142651E-16	-1.7115375E-16	3.6369437E-14	1.0390110E-13
-2.9311356E-1	-3.6730987E-14	4.0589522E-16	-1.6105827E-16	3.6731404E-14	1.0379444E-13	3.8751192E-14	-9.6831314E-16	-2.0131469E-16	3.6321891E-14	1.0429060E-13	-1.2699299E-14	3.2208828E-16	-1.3386105E-16	3.6637709E-14	1.0370403E-13	3.6644800E-14	-8.5153937E-16	-1.7296278E-16	3.6370626E-14	1.0390264E-13
-2.9296705E-1	-4.7973663E-14	1.0681339E-16	-1.5006867E-16	3.6357964E-14	1.0418790E-13	3.7349416E-14	-8.9258426E-16	-3.2627026E-16	3.6814600E-14	1.0403982E-13	-1.4576114E-14	3.2582586E-16	-1.3847919E-16	3.6638868E-14	1.0370662E-13	3.6651668E-14	-8.5153011E-16	-1.7457407E-16	3.6371449E-14	1.0390298E-13
-2.9282051E-1	-4.3656952E-14	6.4515509E-16	-2.5431161E-16	3.6759116E-14	1.0379155E-13	3.4040801E-14	-9.8911425E-16	-3.2698579E-16	3.6345632E-14	1.0377531E-13	-1.6336245E-14	3.2960164E-16	-1.4293758E-16	3.6640368E-14	1.0370808E-13	3.6657665E-14	-8.5118823E-16	-1.7570832E-16	3.6371469E-14	1.0390281E-13
-2.9267401E-1	-4.1432220E-14	2.2272737E-16	4.9319731E-17	3.7025281E-14	1.0328257E-13	3.6818920E-14	-6.1162592E-16	-3.4707599E-16	3.6323632E-14	1.0353042E-13	-1.7986274E-14	3.3307940E-16	-1.4735879E-16	3.6641537E-14	1.0370933E-13	3.6667992E-14	-8.5076953E-16	-1.7622522E-16	3.6371151E-14	1.0390311E-13
-2.9252750E-1	-4.2240429E-14	1.7184299E-16	-3.1972614E-16	3.6753190E-14	1.0392453E-13	3.9112316E-14	-6.8247631E-16	-1.2625786E-16	3.6021245E-14	1.0420668E-13	-1.9540589E-14	3.3662625E-16	-1.5189271E-16	3.6641717E-14	1.0371113E-13	3.6678200E-14	-8.5085328E-16	-1.7630467E-16	3.6371297E-14	1.0390398E-13
-2.9238096E-1	-4.0852897E-14	9.5912247E-17	-3.1216693E-16	3.6734135E-14	1.0399693E-13	3.5900340E-14	-7.6766591E-16	-1.8121521E-16	3.6127036E-14	1.0451600E-13	-2.1007313E-14	3.4084945E-16	-1.5613529E-16	3.6641209E-14	1.0371265E-13	3.6684228E-14	-8.5158866E-16	-1.7630939E-16	3.6372425E-14	1.0390401E-13
