#Country=Germany
#Region=WESTERN EUROPE
#Population=82422299
#Area (sq. mi.)=357021
#Pop. Density (per sq. mi.)=230,9
#Coastline (coast/area ratio)=0,67
#Net migration=2,18
#Infant mortality (per 1000 births)=4,16
#GDP ($ per capita)=27600
#Literacy (%)=99,0
#Phones (per 1000)=667,9
#Arable (%)=33,85
#Crops (%)=0,59
#Other (%)=65,56
#Climate=3
#Birthrate=8,25
#Deathrate=10,62
#Agriculture=0,009
#Industry=0,296
#Service=0,695
indicator	year	value
Trademark applications, total	1960	23161.0
Urban population	1960	51978188.0
Urban population (% of total)	1960	71.384
Urban population growth (annual %)	1960	1.25165896008415
Adolescent fertility rate (births per 1,000 women ages 15-19)	1961	40.1914
Age dependency ratio (% of working-age population)	1961	50.060241785567506
Age dependency ratio, old (% of working-age population)	1961	17.594767133570603
Age dependency ratio, young (% of working-age population)	1961	32.465474651997
Agricultural land (% of land area)	1961	55.4950877896486
Agricultural land (sq. km)	1961	193750.0
Agricultural machinery, tractors	1961	1027884.0
Agricultural machinery, tractors per 100 sq. km of arable land	1961	841.148936170213
Alternative and nuclear energy (% of total energy use)	1961	0.7049031877180859
Arable land (% of land area)	1961	35.001288918168
Arable land (hectares per person)	1961	0.166535763923262
Arable land (hectares)	1961	12220000.0
Arms exports (SIPRI trend indicator values)	1961	12000000.0
Arms imports (SIPRI trend indicator values)	1961	1970000000.0
Birth rate, crude (per 1,000 people)	1961	17.9
Cereal production (metric tons)	1961	17257340.0
Cereal yield (kg per hectare)	1961	2417.36
CO2 emissions from electricity and heat production, total (% of total fuel combustion)	1961	33.9397108811774
CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	1961	32.1878151731351
CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	1961	5.3210563669642506
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	1961	18.2921818385566
CO2 emissions from transport (% of total fuel combustion)	1961	10.2573680475141
Combustible renewables and waste (% of total energy)	1961	0.0
Crop production index (2004-2006 = 100)	1961	73.33
Death rate, crude (per 1,000 people)	1961	11.6
DEC alternative conversion factor (LCU per US$)	1961	2.06221032142639
Electric power consumption (kWh per capita)	1961	1683.4149131441
Electric power transmission and distribution losses (% of output)	1961	6.43606284877508
Electricity production from coal sources (% of total)	1961	86.72576878933
Electricity production from hydroelectric sources (% of total)	1961	9.436814817746471
Electricity production from natural gas sources (% of total)	1961	0.12031503542169601
Electricity production from nuclear sources (% of total)	1961	0.0189971108560573
Electricity production from oil sources (% of total)	1961	3.6981042466458196
Electricity production from oil, gas and coal sources (% of total)	1961	90.5441880713975
Electricity production from renewable sources, excluding hydroelectric (% of total)	1961	0.0
Electricity production from renewable sources, excluding hydroelectric (kWh)	1961	0.0
Energy imports, net (% of energy use)	1961	13.5823475519506
Energy use (kg of oil equivalent per capita)	1961	1994.32463287995
Fertility rate, total (births per woman)	1961	2.45
Food production index (2004-2006 = 100)	1961	69.81
Fossil fuel energy consumption (% of total)	1961	99.04098583712091
Land area (sq. km)	1961	349130.0
Land under cereal production (hectares)	1961	7138919.0
Life expectancy at birth, female (years)	1961	72.242
Life expectancy at birth, male (years)	1961	66.908
Life expectancy at birth, total (years)	1961	69.5099512195122
Livestock production index (2004-2006 = 100)	1961	75.8
Merchandise exports (current US$)	1961	12650600000.0
Merchandise exports by the reporting economy (current US$)	1961	12650000000.0
Merchandise exports by the reporting economy, residual (% of total merchandise exports)	1961	10.3083003952569
Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	1961	1.77075098814229
Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	1961	3.68379446640316
Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	1961	2.9486166007905097
Merchandise exports to developing economies in South Asia (% of total merchandise exports)	1961	2.2687747035573103
Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	1961	2.83794466403162
Merchandise exports to developing economies outside region (% of total merchandise exports)	1961	14.8537549407115
Merchandise exports to economies in the Arab World (% of total merchandise exports)	1961	2.66403162055336
Merchandise exports to high-income economies (% of total merchandise exports)	1961	74.8379446640316
Merchandise imports (current US$)	1961	11011300000.0
Merchandise imports by the reporting economy (current US$)	1961	10882000000.0
Merchandise imports by the reporting economy, residual (% of total merchandise imports)	1961	9.08840286712001
Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	1961	1.58059180297739
Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	1961	5.00827053850395
Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	1961	4.13526925197574
Merchandise imports from developing economies in South Asia (% of total merchandise imports)	1961	0.974085646020952
Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	1961	3.61146848005881
Merchandise imports from developing economies outside region (% of total merchandise imports)	1961	16.7156772652086
Merchandise imports from economies in the Arab World (% of total merchandise imports)	1961	3.5379525822459104
Merchandise imports from high-income economies (% of total merchandise imports)	1961	74.1959198676714
Official exchange rate (LCU per US$, period average)	1961	4.03333333636667
Permanent cropland (% of land area)	1961	1.44358834817976
Population ages 65 and above (% of total)	1961	11.725135774549699
Population density (people per sq. km of land area)	1961	210.172806690917
Population growth (annual %)	1961	0.7698543442841379
Population in largest city	1961	3252346.0
Population in the largest city (% of urban population)	1961	6.18204360230263
Population in urban agglomerations of more than 1 million	1961	6980524.0
Population in urban agglomerations of more than 1 million (% of total population)	1961	9.51314972933441
Population, ages 0-14 (% of total)	1961	21.634960492757898
Population, ages 15-64 (% of total)	1961	66.63990373269239
Population, female (% of total)	1961	53.4152312045261
Population, total	1961	73377632.0
Rural population	1961	20768071.0
Rural population (% of total population)	1961	28.303
Rural population growth (annual %)	1961	-0.329967168819521
Surface area (sq. km)	1961	356970.0
Survival to age 65, female (% of cohort)	1961	79.7003
Survival to age 65, male (% of cohort)	1961	67.3414
Total reserves (includes gold, current US$)	1961	7180500799.3627205
Total reserves minus gold (current US$)	1961	3501279999.36272
Trademark applications, direct nonresident	1961	2563.0
Trademark applications, direct resident	1961	20386.0
Trademark applications, total	1961	22949.0
Urban population	1961	52609561.0
Urban population (% of total)	1961	71.697
Urban population growth (annual %)	1961	1.20737022423226
Adolescent fertility rate (births per 1,000 women ages 15-19)	1962	42.403
Age dependency ratio (% of working-age population)	1962	51.2097252489664
Age dependency ratio, old (% of working-age population)	1962	18.0246150279979
Age dependency ratio, young (% of working-age population)	1962	33.1851102209685
Agricultural land (% of land area)	1962	55.5466445163693
Agricultural land (sq. km)	1962	193930.0
Agricultural machinery, tractors	1962	1099101.0
Agricultural machinery, tractors per 100 sq. km of arable land	1962	902.011489536315
Agricultural raw materials exports (% of merchandise exports)	1962	1.68993189605676
Agricultural raw materials imports (% of merchandise imports)	1962	10.226675978459001
Alternative and nuclear energy (% of total energy use)	1962	0.6401895146654399
Arable land (% of land area)	1962	34.9010397273222
Arable land (hectares per person)	1962	0.164604808508344
Arable land (hectares)	1962	12185000.0
Arms exports (SIPRI trend indicator values)	1962	146000000.0
Arms imports (SIPRI trend indicator values)	1962	2658000000.0
Average precipitation in depth (mm per year)	1962	700.0
Birth rate, crude (per 1,000 people)	1962	17.8
Cereal production (metric tons)	1962	21166661.0
Cereal yield (kg per hectare)	1962	2962.16
CO2 emissions from electricity and heat production, total (% of total fuel combustion)	1962	33.3052468973265
CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	1962	30.2719118085909
CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	1962	6.1579510944933
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	1962	20.0256288728562
CO2 emissions from transport (% of total fuel combustion)	1962	10.239261326733
Combustible renewables and waste (% of total energy)	1962	0.0
Crop production index (2004-2006 = 100)	1962	89.51
Death rate, crude (per 1,000 people)	1962	11.9
DEC alternative conversion factor (LCU per US$)	1962	2.0451674461364697
Electric power consumption (kWh per capita)	1962	1790.68687742638
Electric power transmission and distribution losses (% of output)	1962	6.49153863525435
Electricity production from coal sources (% of total)	1962	86.90910680333059
Electricity production from hydroelectric sources (% of total)	1962	8.30911117424656
Electricity production from natural gas sources (% of total)	1962	0.13622687967596903
Electricity production from nuclear sources (% of total)	1962	0.0728485987572029
Electricity production from oil sources (% of total)	1962	4.5727065439896295
Electricity production from oil, gas and coal sources (% of total)	1962	91.61804022699621
Electricity production from renewable sources, excluding hydroelectric (% of total)	1962	0.0
Electricity production from renewable sources, excluding hydroelectric (kWh)	1962	0.0
Energy imports, net (% of energy use)	1962	19.126008315952898
Energy use (kg of oil equivalent per capita)	1962	2124.8485392603197
Fertility rate, total (births per woman)	1962	2.44
Food exports (% of merchandise exports)	1962	2.05156067730494
Food imports (% of merchandise imports)	1962	25.589610163604004
Food production index (2004-2006 = 100)	1962	74.68
Fossil fuel energy consumption (% of total)	1962	99.1926688882831
Fuel exports (% of merchandise exports)	1962	5.40497904651608
Fuel imports (% of merchandise imports)	1962	12.6225348665643
Land area (sq. km)	1962	349130.0
Land under cereal production (hectares)	1962	7145685.0
Life expectancy at birth, female (years)	1962	72.464
Life expectancy at birth, male (years)	1962	67.053
Life expectancy at birth, total (years)	1962	69.69251219512189
Livestock production index (2004-2006 = 100)	1962	77.05
Manufactures exports (% of merchandise exports)	1962	87.124120433906
Manufactures imports (% of merchandise imports)	1962	36.5190924200971
Merchandise exports (current US$)	1962	13244000000.0
Merchandise exports by the reporting economy (current US$)	1962	13235000000.0
Merchandise exports by the reporting economy, residual (% of total merchandise exports)	1962	10.1624480544012
Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	1962	1.44314318095958
Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	1962	3.4982999622213797
Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	1962	2.5765017000377797
Merchandise exports to developing economies in South Asia (% of total merchandise exports)	1962	2.09293539856441
Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	1962	2.5689459765772598
Merchandise exports to developing economies outside region (% of total merchandise exports)	1962	13.683415187004199
Merchandise exports to economies in the Arab World (% of total merchandise exports)	1962	2.3876086135247405
Merchandise exports to high-income economies (% of total merchandise exports)	1962	76.15413675859459
Merchandise imports (current US$)	1962	12375000000.0
Merchandise imports by the reporting economy (current US$)	1962	12240000000.0
Merchandise imports by the reporting economy, residual (% of total merchandise imports)	1962	9.16666666666667
Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	1962	1.3970588235294097
Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	1962	4.754901960784309
Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	1962	4.36274509803922
Merchandise imports from developing economies in South Asia (% of total merchandise imports)	1962	0.996732026143791
Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	1962	3.42320261437909
Merchandise imports from developing economies outside region (% of total merchandise imports)	1962	16.4052287581699
Merchandise imports from economies in the Arab World (% of total merchandise imports)	1962	3.53758169934641
Merchandise imports from high-income economies (% of total merchandise imports)	1962	74.4281045751634
Net migration	1962	666962.0
Official exchange rate (LCU per US$, period average)	1962	4.000000003
Ores and metals exports (% of merchandise exports)	1962	2.680237316246
Ores and metals imports (% of merchandise imports)	1962	10.2970635331295
Permanent cropland (% of land area)	1962	1.4493168733709498
Population ages 65 and above (% of total)	1962	11.920275484036601
Population density (people per sq. km of land area)	1962	212.02928422077701
Population growth (annual %)	1962	0.8794316915081469
Population in largest city	1962	3247311.0
Population in the largest city (% of urban population)	1962	6.11288653974728
Population in urban agglomerations of more than 1 million	1962	6996913.0
Population in urban agglomerations of more than 1 million (% of total population)	1962	9.451994456418051
Population, ages 0-14 (% of total)	1962	21.946412328892304
Population, ages 15-64 (% of total)	1962	66.133312187071
Population, female (% of total)	1962	53.3029199110639
Population, total	1962	74025784.0
Renewable internal freshwater resources per capita (cubic meters)	1962	1445.4423069669901
Renewable internal freshwater resources, total (billion cubic meters)	1962	107.0
Rural population	1962	20903401.0
Rural population (% of total population)	1962	28.238
Rural population growth (annual %)	1962	0.6495113767901
Surface area (sq. km)	1962	356970.0
Survival to age 65, female (% of cohort)	1962	80.03737
Survival to age 65, male (% of cohort)	1962	67.50536
Total reserves (includes gold, current US$)	1962	6964883189.37745
Total reserves minus gold (current US$)	1962	3278429999.4825697
Trademark applications, direct nonresident	1962	2918.0
Trademark applications, direct resident	1962	20424.0
Trademark applications, total	1962	23342.0
Urban population	1962	53122383.0
Urban population (% of total)	1962	71.762
Urban population growth (annual %)	1962	0.970049356805032
Adolescent fertility rate (births per 1,000 women ages 15-19)	1963	43.7524
Age dependency ratio (% of working-age population)	1963	52.48059909159429
Age dependency ratio, old (% of working-age population)	1963	18.460202208801103
Age dependency ratio, young (% of working-age population)	1963	34.0203968827932
Agricultural land (% of land area)	1963	55.57242287972961
Agricultural land (sq. km)	1963	194020.0
Agricultural machinery, tractors	1963	1164392.0
Agricultural machinery, tractors per 100 sq. km of arable land	1963	957.1656391286481
Agricultural raw materials exports (% of merchandise exports)	1963	1.75949277925864
Agricultural raw materials imports (% of merchandise imports)	1963	9.82753669712057
Alternative and nuclear energy (% of total energy use)	1963	0.573368195545849
Arable land (% of land area)	1963	34.8437544754103
Arable land (hectares per person)	1963	0.16282012105492003
Arable land (hectares)	1963	12165000.0
Arms exports (SIPRI trend indicator values)	1963	133000000.0
Arms imports (SIPRI trend indicator values)	1963	3413000000.0
Birth rate, crude (per 1,000 people)	1963	18.1
Cereal production (metric tons)	1963	20970320.0
Cereal yield (kg per hectare)	1963	2925.186
CO2 emissions from electricity and heat production, total (% of total fuel combustion)	1963	32.894434788312104
CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	1963	28.216311940445298
CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	1963	6.99832748499656
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	1963	21.783688059554702
CO2 emissions from transport (% of total fuel combustion)	1963	10.1072377266914
Combustible renewables and waste (% of total energy)	1963	0.0
Crop production index (2004-2006 = 100)	1963	95.92
Death rate, crude (per 1,000 people)	1963	12.0
DEC alternative conversion factor (LCU per US$)	1963	2.0451674461364697
Electric power consumption (kWh per capita)	1963	1916.92752796775
Electric power transmission and distribution losses (% of output)	1963	6.486928323529019
Electricity production from coal sources (% of total)	1963	85.7424256636338
Electricity production from hydroelectric sources (% of total)	1963	7.4999665000602995
Electricity production from natural gas sources (% of total)	1963	0.436169214895413
Electricity production from nuclear sources (% of total)	1963	0.0375199324641216
Electricity production from oil sources (% of total)	1963	6.28391868894636
Electricity production from oil, gas and coal sources (% of total)	1963	92.46251356747558
Electricity production from renewable sources, excluding hydroelectric (% of total)	1963	0.0
Electricity production from renewable sources, excluding hydroelectric (kWh)	1963	0.0
Energy imports, net (% of energy use)	1963	23.8063093406246
Energy use (kg of oil equivalent per capita)	1963	2281.28992832207
Fertility rate, total (births per woman)	1963	2.51
Food exports (% of merchandise exports)	1963	2.1389479460644703
Food imports (% of merchandise imports)	1963	21.879201449274397
Food production index (2004-2006 = 100)	1963	79.49
Fossil fuel energy consumption (% of total)	1963	99.30220699039042
Fuel exports (% of merchandise exports)	1963	5.38039771822184
Fuel imports (% of merchandise imports)	1963	13.470370319244001
Land area (sq. km)	1963	349130.0
Land under cereal production (hectares)	1963	7168885.0
Life expectancy at birth, female (years)	1963	72.67
Life expectancy at birth, male (years)	1963	67.184
Life expectancy at birth, total (years)	1963	69.8600975609756
Livestock production index (2004-2006 = 100)	1963	79.59
Manufactures exports (% of merchandise exports)	1963	87.13251938968841
Manufactures imports (% of merchandise imports)	1963	37.264144342996104
Merchandise exports (current US$)	1963	14577500000.0
Merchandise exports by the reporting economy (current US$)	1963	14587000000.0
Merchandise exports by the reporting economy, residual (% of total merchandise exports)	1963	9.816960307122779
Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	1963	1.2545417152258898
Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	1963	3.2083361897579996
Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	1963	2.6324809762117
Merchandise exports to developing economies in South Asia (% of total merchandise exports)	1963	1.9675053129498898
Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	1963	2.9752519366559302
Merchandise exports to developing economies outside region (% of total merchandise exports)	1963	13.388633714951698
Merchandise exports to economies in the Arab World (% of total merchandise exports)	1963	2.44052923836293
Merchandise exports to high-income economies (% of total merchandise exports)	1963	76.7944059779255
Merchandise imports (current US$)	1963	13069500000.0
Merchandise imports by the reporting economy (current US$)	1963	12952000000.0
Merchandise imports by the reporting economy, residual (% of total merchandise imports)	1963	9.91352686843731
Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	1963	1.4206300185299598
Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	1963	4.315935762816549
Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	1963	4.54756022235948
Merchandise imports from developing economies in South Asia (% of total merchandise imports)	1963	0.911056207535516
Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	1963	3.5824583075972796
Merchandise imports from developing economies outside region (% of total merchandise imports)	1963	16.113341568869696
Merchandise imports from economies in the Arab World (% of total merchandise imports)	1963	4.26189005558987
Merchandise imports from high-income economies (% of total merchandise imports)	1963	73.973131562693
Official exchange rate (LCU per US$, period average)	1963	4.000000003
Ores and metals exports (% of merchandise exports)	1963	2.506184997813
Ores and metals imports (% of merchandise imports)	1963	9.94619388148919
Patent applications, nonresidents	1963	24923.0
Patent applications, residents	1963	36108.0
Permanent cropland (% of land area)	1963	1.4264027726061899
Population ages 65 and above (% of total)	1963	12.1065903573423
Population density (people per sq. km of land area)	1963	214.00152665196302
Population growth (annual %)	1963	0.925875063469895
Population in largest city	1963	3242284.0
Population in the largest city (% of urban population)	1963	6.0417859303976
Population in urban agglomerations of more than 1 million	1963	7013766.0
Population in urban agglomerations of more than 1 million (% of total population)	1963	9.38744125911122
Population, ages 0-14 (% of total)	1963	22.3112953876783
Population, ages 15-64 (% of total)	1963	65.5821142549793
Population, female (% of total)	1963	53.179770289619896
Population, total	1963	74714353.0
Rural population	1963	21050022.0
Rural population (% of total population)	1963	28.174
Rural population growth (annual %)	1963	0.6989732253639549
Surface area (sq. km)	1963	356970.0
Survival to age 65, female (% of cohort)	1963	80.24468
Survival to age 65, male (% of cohort)	1963	67.67219
Total reserves (includes gold, current US$)	1963	7659475439.33812
Total reserves minus gold (current US$)	1963	3807059999.44794
Trademark applications, total	1963	24478.0
Urban population	1963	53664331.0
Urban population (% of total)	1963	71.826
Urban population growth (annual %)	1963	1.01501887753859
Adolescent fertility rate (births per 1,000 women ages 15-19)	1964	45.1018
Age dependency ratio (% of working-age population)	1964	53.695964508263394
Age dependency ratio, old (% of working-age population)	1964	18.905184290366602
Age dependency ratio, young (% of working-age population)	1964	34.7907802178968
Agricultural land (% of land area)	1964	55.7328215850829
Agricultural land (sq. km)	1964	194580.0
Agricultural machinery, tractors	1964	1224613.0
Agricultural machinery, tractors per 100 sq. km of arable land	1964	1007.00024669024
Agricultural raw materials exports (% of merchandise exports)	1964	1.7071873819681298
Agricultural raw materials imports (% of merchandise imports)	1964	10.0494649004907
Alternative and nuclear energy (% of total energy use)	1964	0.555567442904773
Arable land (% of land area)	1964	34.8322974250279
Arable land (hectares per person)	1964	0.16146134506395202
Arable land (hectares)	1964	12161000.0
Arms exports (SIPRI trend indicator values)	1964	418000000.0
Arms imports (SIPRI trend indicator values)	1964	3886000000.0
Birth rate, crude (per 1,000 people)	1964	18.0
Cereal production (metric tons)	1964	22737326.0
Cereal yield (kg per hectare)	1964	3120.763
CO2 emissions from electricity and heat production, total (% of total fuel combustion)	1964	34.0822525432718
CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	1964	29.5212381273805
CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	1964	5.514038217379429
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	1964	20.6065281326841
CO2 emissions from transport (% of total fuel combustion)	1964	10.2775501020523
Combustible renewables and waste (% of total energy)	1964	0.0
Crop production index (2004-2006 = 100)	1964	87.72
Death rate, crude (per 1,000 people)	1964	11.6
DEC alternative conversion factor (LCU per US$)	1964	2.0451674461364697
Electric power consumption (kWh per capita)	1964	2060.5473538270003
Electric power transmission and distribution losses (% of output)	1964	6.32505074714471
Electricity production from coal sources (% of total)	1964	84.4487514979579
Electricity production from hydroelectric sources (% of total)	1964	6.77199246741177
Electricity production from natural gas sources (% of total)	1964	0.9696984519063809
Electricity production from nuclear sources (% of total)	1964	0.0635867837315659
Electricity production from oil sources (% of total)	1964	7.745970798992389
Electricity production from oil, gas and coal sources (% of total)	1964	93.1644207488567
Electricity production from renewable sources, excluding hydroelectric (% of total)	1964	0.0
Electricity production from renewable sources, excluding hydroelectric (kWh)	1964	0.0
Energy imports, net (% of energy use)	1964	25.325523274953103
Energy use (kg of oil equivalent per capita)	1964	2341.1463134136898
Fertility rate, total (births per woman)	1964	2.54
Food exports (% of merchandise exports)	1964	2.27439600591364
Food imports (% of merchandise imports)	1964	20.2129327161493
Food production index (2004-2006 = 100)	1964	77.06
Fossil fuel energy consumption (% of total)	1964	99.39761102012741
Fuel exports (% of merchandise exports)	1964	4.56618052326641
Fuel imports (% of merchandise imports)	1964	15.120854427060198
Land area (sq. km)	1964	349130.0
Land under cereal production (hectares)	1964	7285822.0
Life expectancy at birth, female (years)	1964	72.861
Life expectancy at birth, male (years)	1964	67.302
Life expectancy at birth, total (years)	1964	70.0137073170732
Livestock production index (2004-2006 = 100)	1964	81.67
Manufactures exports (% of merchandise exports)	1964	87.68509371973481
Manufactures imports (% of merchandise imports)	1964	37.776850385916205
Merchandise exports (current US$)	1964	16229700000.0
Merchandise exports by the reporting economy (current US$)	1964	16176000000.0
Merchandise exports by the reporting economy, residual (% of total merchandise exports)	1964	10.5712166172107
Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	1964	1.2302176063303703
Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	1964	3.03536102868447
Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	1964	2.55316518298714
Merchandise exports to developing economies in South Asia (% of total merchandise exports)	1964	2.06478733926805
