#Country=Poland
#Region=EASTERN EUROPE
#Population=38536869
#Area (sq. mi.)=312685
#Pop. Density (per sq. mi.)=123,3
#Coastline (coast/area ratio)=0,16
#Net migration=-0,49
#Infant mortality (per 1000 births)=8,51
#GDP ($ per capita)=11100
#Literacy (%)=99,8
#Phones (per 1000)=306,3
#Arable (%)=45,91
#Crops (%)=1,12
#Other (%)=52,97
#Climate=3
#Birthrate=9,85
#Deathrate=9,89
#Agriculture=0,05
#Industry=0,311
#Service=0,64
indicator	year	value
Merchandise exports to developing economies outside region (% of total merchandise exports)	1960	0.0
Merchandise exports to economies in the Arab World (% of total merchandise exports)	1960	0.0
Merchandise exports to high-income economies (% of total merchandise exports)	1960	0.0
Merchandise imports (current US$)	1960	1495000000.0
Merchandise imports by the reporting economy (current US$)	1960	4290000.0
Merchandise imports by the reporting economy, residual (% of total merchandise imports)	1960	100.0
Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	1960	0.0
Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	1960	0.0
Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	1960	0.0
Merchandise imports from developing economies in South Asia (% of total merchandise imports)	1960	0.0
Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	1960	0.0
Merchandise imports from developing economies outside region (% of total merchandise imports)	1960	0.0
Merchandise imports from economies in the Arab World (% of total merchandise imports)	1960	0.0
Merchandise imports from high-income economies (% of total merchandise imports)	1960	0.0
Mobile cellular subscriptions	1960	0.0
Mobile cellular subscriptions (per 100 people)	1960	0.0
Mortality rate, adult, female (per 1,000 female adults)	1960	121.833
Mortality rate, adult, male (per 1,000 male adults)	1960	207.737
Mortality rate, infant (per 1,000 live births)	1960	57.8
Mortality rate, under-5 (per 1,000)	1960	64.7
Number of infant deaths	1960	42791.0
Number of under-five deaths	1960	48196.0
Official exchange rate (LCU per US$, period average)	1960	0.0003999999999
Physicians (per 1,000 people)	1960	1.0
Population ages 65 and above (% of total)	1960	5.709372980805219
Population growth (annual %)	1960	3.33606072059916
Population in largest city	1960	1119181.0
Population in the largest city (% of urban population)	1960	7.8849057571498005
Population in urban agglomerations of more than 1 million	1960	1119181.0
Population in urban agglomerations of more than 1 million (% of total population)	1960	3.7762391838704104
Population, ages 0-14 (% of total)	1960	33.6810665558231
Population, ages 15-64 (% of total)	1960	60.6095604633716
Population, female (% of total)	1960	51.6313116783504
Population, total	1960	29637450.0
Rural population	1960	15443482.0
Rural population (% of total population)	1960	52.108
Rural population growth (annual %)	1960	1.53499798457351
Survival to age 65, female (% of cohort)	1960	76.05921
Survival to age 65, male (% of cohort)	1960	63.71877
Urban population	1960	14193968.0
Urban population (% of total)	1960	47.892
Urban population growth (annual %)	1960	5.333238250736009
Adolescent fertility rate (births per 1,000 women ages 15-19)	1961	37.7358
Age dependency ratio (% of working-age population)	1961	65.5975371925746
Age dependency ratio, old (% of working-age population)	1961	9.73849913940567
Age dependency ratio, young (% of working-age population)	1961	55.859038053168895
Agricultural land (% of land area)	1961	66.34888504358621
Agricultural land (sq. km)	1961	203220.0
Agricultural machinery, tractors	1961	71577.0
Agricultural machinery, tractors per 100 sq. km of arable land	1961	44.8927496236829
Alternative and nuclear energy (% of total energy use)	1961	0.0915255731109763
Arable land (% of land area)	1961	52.055241764341
Arable land (hectares per person)	1961	0.532105192898144
Arable land (hectares)	1961	15944000.0
Arms exports (SIPRI trend indicator values)	1961	5000000.0
Arms imports (SIPRI trend indicator values)	1961	848000000.0
Birth rate, crude (per 1,000 people)	1961	20.9
Cereal production (metric tons)	1961	16123000.0
Cereal yield (kg per hectare)	1961	1782.354
CO2 emissions (kt)	1961	207434.856
CO2 emissions (metric tons per capita)	1961	6.92280256307569
CO2 emissions from electricity and heat production, total (% of total fuel combustion)	1961	43.4688537788065
CO2 emissions from gaseous fuel consumption (% of total)	1961	0.8944986564842309
CO2 emissions from gaseous fuel consumption (kt)	1961	1855.502
CO2 emissions from liquid fuel consumption (% of total)	1961	3.35878942158111
CO2 emissions from liquid fuel consumption (kt)	1961	6967.3
CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	1961	19.543121666498898
CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	1961	1.59001710777901
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	1961	22.270302908322396
CO2 emissions from solid fuel consumption (% of total)	1961	93.97716023193321
CO2 emissions from solid fuel consumption (kt)	1961	194941.387
CO2 emissions from transport (% of total fuel combustion)	1961	13.127704538593099
CO2 intensity (kg per kg of oil equivalent energy use)	1961	3.65501195106131
Combustible renewables and waste (% of total energy)	1961	1.5583504513560102
Crop production index (2004-2006 = 100)	1961	107.05
Death rate, crude (per 1,000 people)	1961	7.6
Electric power consumption (kWh per capita)	1961	987.9188359364571
Electric power transmission and distribution losses (% of output)	1961	9.16873449131514
Electricity production from coal sources (% of total)	1961	96.55707196029779
Electricity production from hydroelectric sources (% of total)	1961	1.87344913151365
Electricity production from natural gas sources (% of total)	1961	1.33995037220844
Electricity production from nuclear sources (% of total)	1961	0.0
Electricity production from oil sources (% of total)	1961	0.170595533498759
Electricity production from oil, gas and coal sources (% of total)	1961	98.067617866005
Electricity production from renewable sources, excluding hydroelectric (% of total)	1961	0.0341191066997519
Electricity production from renewable sources, excluding hydroelectric (kWh)	1961	11000000.0
Energy imports, net (% of energy use)	1961	-17.6999364814919
Energy use (kg of oil equivalent per capita)	1961	1894.0574355893698
Fertility rate, total (births per woman)	1961	2.83
Food production index (2004-2006 = 100)	1961	75.99
Fossil fuel energy consumption (% of total)	1961	98.30405988617059
Land area (sq. km)	1961	306290.0
Land under cereal production (hectares)	1961	9045900.0
Life expectancy at birth, female (years)	1961	70.8
Life expectancy at birth, male (years)	1961	64.9
Life expectancy at birth, total (years)	1961	67.7780487804878
Livestock production index (2004-2006 = 100)	1961	77.54
Merchandise exports (current US$)	1961	1503500000.0
Merchandise exports by the reporting economy (current US$)	1961	8800000.0
Merchandise exports by the reporting economy, residual (% of total merchandise exports)	1961	100.0
Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	1961	0.0
Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	1961	0.0
Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	1961	0.0
Merchandise exports to developing economies in South Asia (% of total merchandise exports)	1961	0.0
Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	1961	0.0
Merchandise exports to developing economies outside region (% of total merchandise exports)	1961	0.0
Merchandise exports to economies in the Arab World (% of total merchandise exports)	1961	0.0
Merchandise exports to high-income economies (% of total merchandise exports)	1961	0.0
Merchandise imports (current US$)	1961	1687000000.0
Merchandise imports by the reporting economy (current US$)	1961	7370000.0
Merchandise imports by the reporting economy, residual (% of total merchandise imports)	1961	100.0
Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	1961	0.0
Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	1961	0.0
Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	1961	0.0
Merchandise imports from developing economies in South Asia (% of total merchandise imports)	1961	0.0
Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	1961	0.0
Merchandise imports from developing economies outside region (% of total merchandise imports)	1961	0.0
Merchandise imports from economies in the Arab World (% of total merchandise imports)	1961	0.0
Merchandise imports from high-income economies (% of total merchandise imports)	1961	0.0
Mortality rate, adult, female (per 1,000 female adults)	1961	119.917
Mortality rate, adult, male (per 1,000 male adults)	1961	209.322
Mortality rate, infant (per 1,000 live births)	1961	53.0
Mortality rate, under-5 (per 1,000)	1961	59.4
Number of infant deaths	1961	36789.0
Number of under-five deaths	1961	41702.0
Official exchange rate (LCU per US$, period average)	1961	0.0003999999999
Permanent cropland (% of land area)	1961	0.757452087890561
Physicians (per 1,000 people)	1961	1.0
Population ages 65 and above (% of total)	1961	5.88082214475438
Population density (people per sq. km of land area)	1961	97.828855006693
Population growth (annual %)	1961	1.09578967474124
Population in largest city	1961	1145117.0
Population in the largest city (% of urban population)	1961	7.87529151075297
Population in urban agglomerations of more than 1 million	1961	1145117.0
Population in urban agglomerations of more than 1 million (% of total population)	1961	3.82164263783207
Population, ages 0-14 (% of total)	1961	33.7318057120988
Population, ages 15-64 (% of total)	1961	60.3873721431468
Population, female (% of total)	1961	51.5821717886055
Population, total	1961	29964000.0
Rural population	1961	15423370.0
Rural population (% of total population)	1961	51.473
Rural population growth (annual %)	1961	-0.130314570764549
Surface area (sq. km)	1961	312690.0
Survival to age 65, female (% of cohort)	1961	77.01105
Survival to age 65, male (% of cohort)	1961	64.44426
Trademark applications, direct nonresident	1961	388.0
Trademark applications, direct resident	1961	267.0
Trademark applications, total	1961	655.0
Urban population	1961	14540630.0
Urban population (% of total)	1961	48.527
Urban population growth (annual %)	1961	2.41297142884623
Adolescent fertility rate (births per 1,000 women ages 15-19)	1962	35.598
Age dependency ratio (% of working-age population)	1962	65.4432846708037
Age dependency ratio, old (% of working-age population)	1962	10.061873173776801
Age dependency ratio, young (% of working-age population)	1962	55.3814114970269
Agricultural land (% of land area)	1962	66.1529922622351
Agricultural land (sq. km)	1962	202620.0
Agricultural machinery, tractors	1962	83341.0
Agricultural machinery, tractors per 100 sq. km of arable land	1962	52.65083075368
Alternative and nuclear energy (% of total energy use)	1962	0.108225471289599
Arable land (% of land area)	1962	51.6797806000849
Arable land (hectares per person)	1962	0.52226273157695
Arable land (hectares)	1962	15829000.0
Arms exports (SIPRI trend indicator values)	1962	12000000.0
Arms imports (SIPRI trend indicator values)	1962	687000000.0
Average precipitation in depth (mm per year)	1962	600.0
Birth rate, crude (per 1,000 people)	1962	19.8
Cereal production (metric tons)	1962	14045000.0
Cereal yield (kg per hectare)	1962	1600.059
CO2 emissions (kt)	1962	216815.042
CO2 emissions (metric tons per capita)	1962	7.153605160268571
CO2 emissions from electricity and heat production, total (% of total fuel combustion)	1962	43.0607010544315
CO2 emissions from gaseous fuel consumption (% of total)	1962	0.958968981497142
CO2 emissions from gaseous fuel consumption (kt)	1962	2079.189
CO2 emissions from liquid fuel consumption (% of total)	1962	3.94242803504381
CO2 emissions from liquid fuel consumption (kt)	1962	8547.777
CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	1962	20.1909375890567
CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	1962	1.43915645483044
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	1962	22.295050821696602
CO2 emissions from solid fuel consumption (% of total)	1962	93.3633257788452
CO2 emissions from solid fuel consumption (kt)	1962	202425.734
CO2 emissions from transport (% of total fuel combustion)	1962	13.0141540799848
CO2 intensity (kg per kg of oil equivalent energy use)	1962	3.61867098006356
Combustible renewables and waste (% of total energy)	1962	1.49914408846903
Crop production index (2004-2006 = 100)	1962	87.9
Death rate, crude (per 1,000 people)	1962	7.9
Electric power consumption (kWh per capita)	1962	1062.1772770015
Electric power transmission and distribution losses (% of output)	1962	8.949779436715302
Electricity production from coal sources (% of total)	1962	95.8884741545074
Electricity production from hydroelectric sources (% of total)	1962	2.13211175206425
Electricity production from natural gas sources (% of total)	1962	1.67119104173736
Electricity production from nuclear sources (% of total)	1962	0.0
Electricity production from oil sources (% of total)	1962	0.22621875353466803
Electricity production from oil, gas and coal sources (% of total)	1962	97.78588394977942
Electricity production from renewable sources, excluding hydroelectric (% of total)	1962	0.0508992195453003
Electricity production from renewable sources, excluding hydroelectric (kWh)	1962	18000000.0
Energy imports, net (% of energy use)	1962	-14.7122901351909
Energy use (kg of oil equivalent per capita)	1962	1976.85979180758
Fertility rate, total (births per woman)	1962	2.72
Food production index (2004-2006 = 100)	1962	71.49
Fossil fuel energy consumption (% of total)	1962	98.3962171489238
Land area (sq. km)	1962	306290.0
Land under cereal production (hectares)	1962	8777800.0
Life expectancy at birth, female (years)	1962	70.5
Life expectancy at birth, male (years)	1962	64.5
Life expectancy at birth, total (years)	1962	67.4268292682927
Livestock production index (2004-2006 = 100)	1962	78.79
Merchandise exports (current US$)	1962	1646250000.0
Merchandise exports by the reporting economy (current US$)	1962	7800000.0
Merchandise exports by the reporting economy, residual (% of total merchandise exports)	1962	100.0
Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	1962	0.0
Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	1962	0.0
Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	1962	0.0
Merchandise exports to developing economies in South Asia (% of total merchandise exports)	1962	0.0
Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	1962	0.0
Merchandise exports to developing economies outside region (% of total merchandise exports)	1962	0.0
Merchandise exports to economies in the Arab World (% of total merchandise exports)	1962	0.0
Merchandise exports to high-income economies (% of total merchandise exports)	1962	0.0
Merchandise imports (current US$)	1962	1885000000.0
Merchandise imports by the reporting economy (current US$)	1962	9900000.0
Merchandise imports by the reporting economy, residual (% of total merchandise imports)	1962	100.0
Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	1962	0.0
Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	1962	0.0
Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	1962	0.0
Merchandise imports from developing economies in South Asia (% of total merchandise imports)	1962	0.0
Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	1962	0.0
Merchandise imports from developing economies outside region (% of total merchandise imports)	1962	0.0
Merchandise imports from economies in the Arab World (% of total merchandise imports)	1962	0.0
Merchandise imports from high-income economies (% of total merchandise imports)	1962	0.0
Mortality rate, adult, female (per 1,000 female adults)	1962	120.896
Mortality rate, adult, male (per 1,000 male adults)	1962	210.991
Mortality rate, infant (per 1,000 live births)	1962	49.6
Mortality rate, under-5 (per 1,000)	1962	55.6
Net migration	1962	-10196.0
Number of infant deaths	1962	31359.0
Number of under-five deaths	1962	35800.0
Official exchange rate (LCU per US$, period average)	1962	0.0003999999999
Permanent cropland (% of land area)	1962	0.7803062457148449
Physicians (per 1,000 people)	1962	1.1
Population ages 65 and above (% of total)	1962	6.081764823276959
Population density (people per sq. km of land area)	1962	98.9536060596167
Population growth (annual %)	1962	1.14315401418553
Population in largest city	1962	1161377.0
Population in the largest city (% of urban population)	1962	7.831934708937111
Population in urban agglomerations of more than 1 million	1962	1161377.0
Population in urban agglomerations of more than 1 million (% of total population)	1962	3.8318524506326606
Population, ages 0-14 (% of total)	1962	33.4745603521303
Population, ages 15-64 (% of total)	1962	60.443674824592705
Population, female (% of total)	1962	51.54579616791899
Population, total	1962	30308500.0
Renewable internal freshwater resources per capita (cubic meters)	1962	1768.48078921755
Renewable internal freshwater resources, total (billion cubic meters)	1962	53.6
Rural population	1962	15479763.0
Rural population (% of total population)	1962	51.074
Rural population growth (annual %)	1962	0.364966636855356
Surface area (sq. km)	1962	312690.0
Survival to age 65, female (% of cohort)	1962	77.96289
Survival to age 65, male (% of cohort)	1962	65.16976
Trademark applications, direct nonresident	1962	317.0
Trademark applications, direct resident	1962	285.0
Trademark applications, total	1962	602.0
Urban population	1962	14828737.0
Urban population (% of total)	1962	48.926
Urban population growth (annual %)	1962	1.9620187402423603
Adolescent fertility rate (births per 1,000 women ages 15-19)	1963	34.7218
Age dependency ratio (% of working-age population)	1963	64.6953102003784
Age dependency ratio, old (% of working-age population)	1963	10.388840616805199
Age dependency ratio, young (% of working-age population)	1963	54.30646958357321
Agricultural land (% of land area)	1963	65.8983316464788
Agricultural land (sq. km)	1963	201840.0
Agricultural machinery, tractors	1963	96021.0
Agricultural machinery, tractors per 100 sq. km of arable land	1963	61.031589652323106
Alternative and nuclear energy (% of total energy use)	1963	0.0913165092706066
Arable land (% of land area)	1963	51.366352149923294
Arable land (hectares per person)	1963	0.512275332117739
Arable land (hectares)	1963	15733000.0
Arms exports (SIPRI trend indicator values)	1963	111000000.0
Arms imports (SIPRI trend indicator values)	1963	1000000000.0
Birth rate, crude (per 1,000 people)	1963	19.2
Cereal production (metric tons)	1963	15178000.0
Cereal yield (kg per hectare)	1963	1717.337
Chemicals (% of value added in manufacturing)	1963	7.0177027210576295
CO2 emissions (kt)	1963	231219.018
CO2 emissions (metric tons per capita)	1963	7.52862132065642
CO2 emissions from electricity and heat production, total (% of total fuel combustion)	1963	43.6478105619244
CO2 emissions from gaseous fuel consumption (% of total)	1963	1.0134170710819301
CO2 emissions from gaseous fuel consumption (kt)	1963	2343.213
CO2 emissions from liquid fuel consumption (% of total)	1963	4.06635582199385
CO2 emissions from liquid fuel consumption (kt)	1963	9402.188
CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	1963	20.090208607404602
CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	1963	1.531666979891
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	1963	21.551400112760803
CO2 emissions from solid fuel consumption (% of total)	1963	93.26608938370279
CO2 emissions from solid fuel consumption (kt)	1963	215648.936
CO2 emissions from transport (% of total fuel combustion)	1963	13.174215373050199
CO2 intensity (kg per kg of oil equivalent energy use)	1963	3.79463599452528
Combustible renewables and waste (% of total energy)	1963	1.49488319341326
Crop production index (2004-2006 = 100)	1963	105.61
Death rate, crude (per 1,000 people)	1963	7.5
Electric power consumption (kWh per capita)	1963	1092.69992185465
Electric power transmission and distribution losses (% of output)	1963	9.07663571641266
Electricity production from coal sources (% of total)	1963	96.131669418803
Electricity production from hydroelectric sources (% of total)	1963	1.7514414877778102
Electricity production from natural gas sources (% of total)	1963	1.65940283154219
Electricity production from nuclear sources (% of total)	1963	0.0
Electricity production from oil sources (% of total)	1963	0.38168972144771396
Electricity production from oil, gas and coal sources (% of total)	1963	98.17276197179291
Electricity production from renewable sources, excluding hydroelectric (% of total)	1963	0.0378982702146666
Electricity production from renewable sources, excluding hydroelectric (kWh)	1963	14000000.0
Energy imports, net (% of energy use)	1963	-17.0804673359753
Energy use (kg of oil equivalent per capita)	1963	1984.0167361292001
Fertility rate, total (births per woman)	1963	2.7
Food production index (2004-2006 = 100)	1963	74.74
Food, beverages and tobacco (% of value added in manufacturing)	1963	21.406257074297102
Fossil fuel energy consumption (% of total)	1963	98.4208572145704
Land area (sq. km)	1963	306290.0
Land under cereal production (hectares)	1963	8838100.0
Life expectancy at birth, female (years)	1963	71.5
Life expectancy at birth, male (years)	1963	65.4
Life expectancy at birth, total (years)	1963	68.3756097560976
Livestock production index (2004-2006 = 100)	1963	76.44
Machinery and transport equipment (% of value added in manufacturing)	1963	16.389731516276502
Merchandise exports (current US$)	1963	1770000000.0
Merchandise exports by the reporting economy (current US$)	1963	6400000.0
Merchandise exports by the reporting economy, residual (% of total merchandise exports)	1963	100.0
Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports)	1963	0.0
Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports)	1963	0.0
Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports)	1963	0.0
Merchandise exports to developing economies in South Asia (% of total merchandise exports)	1963	0.0
Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports)	1963	0.0
Merchandise exports to developing economies outside region (% of total merchandise exports)	1963	0.0
Merchandise exports to economies in the Arab World (% of total merchandise exports)	1963	0.0
Merchandise exports to high-income economies (% of total merchandise exports)	1963	0.0
Merchandise imports (current US$)	1963	1979000000.0
Merchandise imports by the reporting economy (current US$)	1963	6710000.0
Merchandise imports by the reporting economy, residual (% of total merchandise imports)	1963	100.0
Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports)	1963	0.0
Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports)	1963	0.0
Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports)	1963	0.0
Merchandise imports from developing economies in South Asia (% of total merchandise imports)	1963	0.0
Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports)	1963	0.0
Merchandise imports from developing economies outside region (% of total merchandise imports)	1963	0.0
Merchandise imports from economies in the Arab World (% of total merchandise imports)	1963	0.0
Merchandise imports from high-income economies (% of total merchandise imports)	1963	0.0
Mortality rate, adult, female (per 1,000 female adults)	1963	117.456
Mortality rate, adult, male (per 1,000 male adults)	1963	206.518
Mortality rate, infant (per 1,000 live births)	1963	46.8
Mortality rate, under-5 (per 1,000)	1963	52.5
Number of infant deaths	1963	26462.0
Number of under-five deaths	1963	30473.0
Official exchange rate (LCU per US$, period average)	1963	0.0003999999999
Other manufacturing (% of value added in manufacturing)	1963	35.8310318286775
Patent applications, nonresidents	1963	580.0
Patent applications, residents	1963	2355.0
Permanent cropland (% of land area)	1963	0.777041366025662
Physicians (per 1,000 people)	1963	1.1
Population ages 65 and above (% of total)	1963	6.30791478218508
Population density (people per sq. km of land area)	1963	100.270985014202
Population growth (annual %)	1963	1.32252564710048
Population in largest city	1963	1177868.0
Population in the largest city (% of urban population)	1963	7.775218973185099
Population in urban agglomerations of more than 1 million	1963	1177868.0
Population in urban agglomerations of more than 1 million (% of total population)	1963	3.83520448033342
Population, ages 0-14 (% of total)	1963	32.9739017002616
Population, ages 15-64 (% of total)	1963	60.7181835175533
Population, female (% of total)	1963	51.519534275108796
Population, total	1963	30712000.0
Rural population	1963	15562999.0
Rural population (% of total population)	1963	50.674
Rural population growth (annual %)	1963	0.5362680001045911
Surface area (sq. km)	1963	312690.0
Survival to age 65, female (% of cohort)	1963	78.44919
Survival to age 65, male (% of cohort)	1963	65.49711
Textiles and clothing (% of value added in manufacturing)	1963	19.3552768596912
Trademark applications, direct nonresident	1963	288.0
Trademark applications, direct resident	1963	312.0
Trademark applications, total	1963	600.0
Urban population	1963	15149001.0
Urban population (% of total)	1963	49.326
Urban population growth (annual %)	1963	2.13676018697278
Adolescent fertility rate (births per 1,000 women ages 15-19)	1964	33.8456
Age dependency ratio (% of working-age population)	1964	63.701873741460396
Age dependency ratio, old (% of working-age population)	1964	10.7202652416817
Age dependency ratio, young (% of working-age population)	1964	52.981608499778794
Agricultural land (% of land area)	1964	65.7220281432629
Agricultural land (sq. km)	1964	201300.0
Agricultural machinery, tractors	1964	106789.0
Agricultural machinery, tractors per 100 sq. km of arable land	1964	68.0141392268008
Alternative and nuclear energy (% of total energy use)	1964	0.0958541279454513
Arable land (% of land area)	1964	51.261875999869396
Arable land (hectares per person)	1964	0.504215713508106
Arable land (hectares)	1964	15701000.0
Arms exports (SIPRI trend indicator values)	1964	237000000.0
Arms imports (SIPRI trend indicator values)	1964	1566000000.0
Birth rate, crude (per 1,000 people)	1964	18.1
Cereal production (metric tons)	1964	14092000.0
Cereal yield (kg per hectare)	1964	1607.263
Chemicals (% of value added in manufacturing)	1964	6.399440306185441
CO2 emissions (kt)	1964	243114.766
CO2 emissions (metric tons per capita)	1964	7.80729158671717
CO2 emissions from electricity and heat production, total (% of total fuel combustion)	1964	44.663137414596605
CO2 emissions from gaseous fuel consumption (% of total)	1964	1.1041057045461398
CO2 emissions from gaseous fuel consumption (kt)	1964	2684.244
CO2 emissions from liquid fuel consumption (% of total)	1964	4.62155721137893
CO2 emissions from liquid fuel consumption (kt)	1964	11235.688
CO2 emissions from manufacturing industries and construction (% of total fuel combustion)	1964	19.8724039636216
CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)	1964	1.5293425636848998
CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion)	1964	21.4379439844351
CO2 emissions from solid fuel consumption (% of total)	1964	92.4763944613714
CO2 emissions from solid fuel consumption (kt)	1964	224823.77
CO2 emissions from transport (% of total fuel combustion)	1964	12.492647391520698
CO2 intensity (kg per kg of oil equivalent energy use)	1964	3.84356818169099
Combustible renewables and waste (% of total energy)	1964	1.46158968735428
Crop production index (2004-2006 = 100)	1964	114.03
Death rate, crude (per 1,000 people)	1964	7.6
Electric power consumption (kWh per capita)	1964	1167.0405225525801
Electric power transmission and distribution losses (% of output)	1964	9.14510963291451
